page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,COUNT OF YEAR,YEARS ACTIVE,APPEARANCES PER YEAR,UNIVERSE
34310,Paulette Brazee,\/Paulette_Brazee_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,2,Jan-99,1999,126,15,0.133333333,Marvel
556270,Reanimator,\/Reanimator_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2,Jul-99,1999,126,15,0.133333333,Marvel
82541,David Ferrari,\/David_Ferrari_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Aug-99,1999,126,15,0.133333333,Marvel
16407,Dragonwing,\/Dragonwing_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,Jul-99,1999,126,15,0.133333333,Marvel
16422,Electryon,\/Electryon_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Aug-99,1999,126,15,0.133333333,Marvel
18304,Fieldstone,\/Fieldstone_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Oct-99,1999,126,15,0.133333333,Marvel
18279,Hoarfrost,\/Hoarfrost_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,2,Oct-99,1999,126,15,0.133333333,Marvel
18281,Hoopsnake (Brute Force),\/Hoopsnake_(Brute_Force)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Oct-99,1999,126,15,0.133333333,Marvel
16505,Integer,\/Integer_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,2,Apr-99,1999,126,15,0.133333333,Marvel
16520,Jet-Black (Rising Sons),\/Jet-Black_(Rising_Sons)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Jul-99,1999,126,15,0.133333333,Marvel
16629,Legault,\/Legault_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Apr-99,1999,126,15,0.133333333,Marvel
66279,Scarum,\/Scarum_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Oct-99,1999,126,15,0.133333333,Marvel
694459,Shadowcaster,\/Shadowcaster_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Nov-99,1999,126,15,0.133333333,Marvel
16970,Sign,\/Sign_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Jul-99,1999,126,15,0.133333333,Marvel
16725,Tough Love,\/Tough_Love_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Jul-99,1999,126,15,0.133333333,Marvel
264594,Vampiro (Larcenous Three),\/Vampiro_(Larcenous_Three)_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,2,Sep-99,1999,126,15,0.133333333,Marvel
66281,Watchfire,\/Watchfire_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,Oct-99,1999,126,15,0.133333333,Marvel
45656,Otomo,\/Otomo_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Dec-99,1999,126,15,0.133333333,Marvel
724620,Owen Candler,\/Owen_Candler_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,2,Sep-99,1999,126,15,0.133333333,Marvel
555120,Randall Jefferson,\/Randall_Jefferson_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2,Jan-99,1999,126,15,0.133333333,Marvel
583561,Finn,\/Finn_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,2,Nov-99,1999,126,15,0.133333333,Marvel
9048,Krakkan,\/Krakkan_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Nov-99,1999,126,15,0.133333333,Marvel
35591,Cythonna,\/wiki\/Cythonna_(New_Earth),Public Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,1,1999,1999,179,15,0.066666667,DC
341953,Nurse Maggit,\/wiki\/Nurse_Maggit_(New_Earth),Public Identity,Bad Characters,Red Eyes,,Female Characters,,Living Characters,1,"1999, September",1999,179,15,0.066666667,DC
183122,Bitter Ruth,\/wiki\/Bitter_Ruth_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1,"1999, July",1999,179,15,0.066666667,DC
183636,Buzzword,\/wiki\/Buzzword_(New_Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,1,"1999, August",1999,179,15,0.066666667,DC
194115,Tora,\/wiki\/Tora_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,1,"1999, January",1999,179,15,0.066666667,DC
89114,Audrey Lee,\/wiki\/Audrey_Lee_(New_Earth),Public Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,1,"1999, May",1999,179,15,0.066666667,DC
110540,Bobby Gazzo,\/wiki\/Bobby_Gazzo_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,1,"1999, December",1999,179,15,0.066666667,DC
184480,Crazytop,\/wiki\/Crazytop_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1999, January",1999,179,15,0.066666667,DC
184516,Cybersaw,\/wiki\/Cybersaw_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1999, July",1999,179,15,0.066666667,DC
184577,Dartagnan,\/wiki\/Dartagnan_(New_Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,"1999, July",1999,179,15,0.066666667,DC
184580,Deadfall II,\/wiki\/Deadfall_II_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1999, July",1999,179,15,0.066666667,DC
185274,Doctor Omega,\/wiki\/Doctor_Omega_(New_Earth),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,"1999, July",1999,179,15,0.066666667,DC
186937,Hearse,\/wiki\/Hearse_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"1999, July",1999,179,15,0.066666667,DC
361915,Echielias,\/wiki\/Echielias_(New_Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,,Living Characters,1,"1999, November",1999,179,15,0.066666667,DC
291985,Gorbzil Mammit,\/wiki\/Gorbzil_Mammit_(New_Earth),Public Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,,Living Characters,1,"1999, August",1999,179,15,0.066666667,DC
284549,Heraphon,\/wiki\/Heraphon_(New_Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,,Living Characters,1,"1999, November",1999,179,15,0.066666667,DC
361919,Rrall,\/wiki\/Rrall_(New_Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,,Living Characters,1,"1999, November",1999,179,15,0.066666667,DC
554830,Delphi (Genosha),\/Delphi_(Genosha)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,1,Sep-99,1999,126,15,0.066666667,Marvel
483679,Kathryn,\/Kathryn_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1,Oct-99,1999,126,15,0.066666667,Marvel
483710,Debra,\/Debra_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1,Oct-99,1999,126,15,0.066666667,Marvel
390644,Calvin Halderman,\/Calvin_Halderman_(Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Oct-99,1999,126,15,0.066666667,Marvel
491079,Darius Venginian,\/Darius_Venginian_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,Dec-99,1999,126,15,0.066666667,Marvel
680274,Junior Gates,\/Junior_Gates_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Feb-99,1999,126,15,0.066666667,Marvel
483624,Kenneth Bradley,\/Kenneth_Bradley_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Oct-99,1999,126,15,0.066666667,Marvel
18414,Acidroid,\/Acidroid_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,1,Feb-99,1999,126,15,0.066666667,Marvel
18146,Hrolf (Vampire),\/Hrolf_(Vampire)_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,Dec-99,1999,126,15,0.066666667,Marvel
743136,Jaime Zaid,\/Jaime_Zaid_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jul-99,1999,126,15,0.066666667,Marvel
55517,Jonathon White,\/Jonathon_White_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Feb-99,1999,126,15,0.066666667,Marvel
583558,Marcelus,\/Marcelus_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,1,Sep-99,1999,126,15,0.066666667,Marvel
16673,Nick Bisley,\/Nick_Bisley_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,1,Nov-99,1999,126,15,0.066666667,Marvel
282492,Pig (Slave Trader),\/Pig_(Slave_Trader)_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Jul-99,1999,126,15,0.066666667,Marvel
706215,Rilker,\/Rilker_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Jan-99,1999,126,15,0.066666667,Marvel
743137,Starko Schumzianaqo,\/Starko_Schumzianaqo_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jul-99,1999,126,15,0.066666667,Marvel
95412,Wynter,\/Wynter_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Deceased Characters,1,Apr-99,1999,126,15,0.066666667,Marvel
483630,Dan Davis,\/Dan_Davis_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Oct-99,1999,126,15,0.066666667,Marvel
681380,Sanford Chesney,\/Sanford_Chesney_(Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Living Characters,1,Jul-99,1999,126,15,0.066666667,Marvel
390654,Sid Franken,\/Sid_Franken_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1,Oct-99,1999,126,15,0.066666667,Marvel
506267,Ashur,\/Ashur_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1,Dec-99,1999,126,15,0.066666667,Marvel
27070,Lonkarr,\/Lonkarr_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Mar-99,1999,126,15,0.066666667,Marvel
555062,V-6,\/V-6_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,1,Nov-99,1999,126,15,0.066666667,Marvel
554825,Gregori (Genosha),\/Gregori_(Genosha)_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,1,Sep-99,1999,126,15,0.066666667,Marvel
753496,Naanis,\/Naanis_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Apr-99,1999,126,15,0.066666667,Marvel
410068,Etienne Marceaux,\/Etienne_Marceaux_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,1,Jul-99,1999,126,15,0.066666667,Marvel
748383,Rank,\/Rank_(Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,,Living Characters,1,Dec-99,1999,126,15,0.066666667,Marvel
583560,Weller,\/Weller_(Earth-616),Secret Identity,Neutral Characters,Purple Eyes,Purple Hair,Male Characters,,Living Characters,1,Nov-99,1999,126,15,0.066666667,Marvel
6517,Robert Reynolds,\/Robert_Reynolds_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,240,Sep-00,2000,207,14,17.14285714,Marvel
8335,Crispus Allen,\/wiki\/Crispus_Allen_(New_Earth),Secret Identity,Good Characters,Brown Eyes,,Male Characters,,Deceased Characters,116,"2000, March",2000,152,14,8.285714286,DC
16836,Bizarro,\/wiki\/Bizarro_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,96,"2000, September",2000,152,14,6.857142857,DC
1492,Sasha Bordeaux,\/wiki\/Sasha_Bordeaux_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,79,"2000, December",2000,152,14,5.642857143,DC
16538,Karima Shapandar,\/Karima_Shapandar_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,62,Jun-00,2000,207,14,4.428571429,Marvel
1587,Anita Fite,\/wiki\/Anita_Fite_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,57,"2000, January",2000,152,14,4.071428571,DC
2468,Neal Shaara,\/Neal_Shaara_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51,May-00,2000,207,14,3.642857143,Marvel
5493,Tarene,\/Tarene_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,48,Apr-00,2000,207,14,3.428571429,Marvel
14412,Void (Dark Sentry),\/Void_(Dark_Sentry)_(Earth-616),Secret Identity,Bad Characters,Orange Eyes,Black Hair,Male Characters,,Deceased Characters,44,Sep-00,2000,207,14,3.142857143,Marvel
120324,Stacy,\/wiki\/Stacy_(New_Earth),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,40,"2000, March",2000,152,14,2.857142857,DC
154011,Amy Rohrbach,\/wiki\/Amy_Rohrbach_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,38,"2000, October",2000,152,14,2.714285714,DC
11405,Frederick Chyre,\/wiki\/Frederick_Chyre_(New_Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,35,"2000, September",2000,152,14,2.5,DC
154815,Rodunn,\/wiki\/Rodunn_(New_Earth),Public Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,30,"2000, January",2000,152,14,2.142857143,DC
37419,Lindy Lee,\/Lindy_Lee_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,30,Sep-00,2000,207,14,2.142857143,Marvel
37413,Martin Soap,\/Martin_Soap_(Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,27,May-00,2000,207,14,1.928571429,Marvel
3994,John Watkins III,\/John_Watkins_III_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,26,Dec-00,2000,207,14,1.857142857,Marvel
61646,Philo Zeiss,\/wiki\/Philo_Zeiss_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,24,"2000, October",2000,152,14,1.714285714,DC
250134,Donald Callahan,\/Donald_Callahan_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,23,Apr-00,2000,207,14,1.642857143,Marvel
68812,Ignition,\/wiki\/Ignition_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,19,"2000, September",2000,152,14,1.357142857,DC
13698,Cerdian,\/wiki\/Cerdian_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,19,"2000, May",2000,152,14,1.357142857,DC
24915,Brainiac 13,\/wiki\/Brainiac_13_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,18,"2000, February",2000,152,14,1.285714286,DC
65241,Plunder,\/wiki\/Plunder_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,18,"2000, October",2000,152,14,1.285714286,DC
5348,Pixie (First Line),\/Pixie_(First_Line)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,18,Mar-00,2000,207,14,1.285714286,Marvel
15739,Aubrey Sparks,\/wiki\/Aubrey_Sparks_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,17,"2000, September",2000,152,14,1.214285714,DC
89429,Oubliette Midas,\/Oubliette_Midas_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,17,Aug-00,2000,207,14,1.214285714,Marvel
2648,Soseh Mykros,\/wiki\/Soseh_Mykros_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,15,"2000, October",2000,152,14,1.071428571,DC
1802,Jill Carlyle,\/wiki\/Jill_Carlyle_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,15,"2000, April",2000,152,14,1.071428571,DC
20828,Kyle Abbot,\/wiki\/Kyle_Abbot_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,15,"2000, April",2000,152,14,1.071428571,DC
18707,Molly von Richthofen,\/Molly_von_Richthofen_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Homosexual Characters,Living Characters,15,Jul-00,2000,207,14,1.071428571,Marvel
629192,Angela Lipscombe,\/Angela_Lipscombe_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,15,Mar-00,2000,207,14,1.071428571,Marvel
172397,Epsilon,\/wiki\/Epsilon_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,14,"2000, November",2000,152,14,1,DC
6039,Gordon Thomas,\/Gordon_Thomas_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,14,Nov-00,2000,207,14,1,Marvel
227491,Phillip Addad,\/wiki\/Phillip_Addad_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,13,"2000, March",2000,152,14,0.928571429,DC
1863,Raker Qarrigat,\/wiki\/Raker_Qarrigat_(New_Earth),Public Identity,Good Characters,White Eyes,Blue Hair,Male Characters,,Living Characters,13,"2000, August",2000,152,14,0.928571429,DC
17952,Avia (Savage Land),\/Avia_(Savage_Land)_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Female Characters,,Living Characters,13,Jan-00,2000,207,14,0.928571429,Marvel
186667,Gray Lady,\/wiki\/Gray_Lady_(New_Earth),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,12,"2000, March",2000,152,14,0.857142857,DC
1898,Imperiex-Prime,\/wiki\/Imperiex-Prime_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,12,"2000, February",2000,152,14,0.857142857,DC
34677,Clinton McIntyre,\/Clinton_McIntyre_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,12,Apr-00,2000,207,14,0.857142857,Marvel
78115,Russian,\/Russian_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Reddish Blond Hair,Male Characters,,Deceased Characters,12,Nov-00,2000,207,14,0.857142857,Marvel
3907,Robert Paine,\/Robert_Paine_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,12,Mar-00,2000,207,14,0.857142857,Marvel
4165,Velmax,\/Velmax_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,12,Mar-00,2000,207,14,0.857142857,Marvel
4819,Gemini De Mille,\/wiki\/Gemini_De_Mille_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,11,"2000, January",2000,152,14,0.785714286,DC
4872,Killer Wasp,\/wiki\/Killer_Wasp_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,11,"2000, April",2000,152,14,0.785714286,DC
204657,Wesley Thomas,\/wiki\/Wesley_Thomas_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,11,"2000, September",2000,152,14,0.785714286,DC
89434,Cosmic Man (Midas),\/Cosmic_Man_(Midas)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11,Aug-00,2000,207,14,0.785714286,Marvel
27312,Darren Mitchell,\/Darren_Mitchell_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,11,Apr-00,2000,207,14,0.785714286,Marvel
132321,Aviva Weinberg,\/wiki\/Aviva_Weinberg_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,10,"2000, March",2000,152,14,0.714285714,DC
132322,Damara Sinclair,\/wiki\/Damara_Sinclair_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,10,"2000, March",2000,152,14,0.714285714,DC
91819,Killshot,\/wiki\/Killshot_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,10,"2000, November",2000,152,14,0.714285714,DC
132324,Cameron Begay,\/wiki\/Cameron_Begay_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,10,"2000, March",2000,152,14,0.714285714,DC
132320,Joel Weinberg,\/wiki\/Joel_Weinberg_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,Homosexual Characters,Living Characters,10,"2000, March",2000,152,14,0.714285714,DC
132323,Tyson Gilford,\/wiki\/Tyson_Gilford_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,10,"2000, March",2000,152,14,0.714285714,DC
1956,Samantha Dunbar (Heroes Reborn),\/Samantha_Dunbar_(Heroes_Reborn)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,10,Jan-00,2000,207,14,0.714285714,Marvel
5450,Andrea Rojas,\/wiki\/Andrea_Rojas_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,9,"2000, August",2000,152,14,0.642857143,DC
125988,Selma Tolon,\/wiki\/Selma_Tolon_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,9,"2000, August",2000,152,14,0.642857143,DC
1200,Amanda Mueller,\/Amanda_Mueller_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Female Characters,,Deceased Characters,9,Feb-00,2000,207,14,0.642857143,Marvel
11145,Ameiko Sabuki,\/Ameiko_Sabuki_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,9,Jul-00,2000,207,14,0.642857143,Marvel
279940,Neffethesk,\/Neffethesk_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,9,Nov-00,2000,207,14,0.642857143,Marvel
17476,Elite (Vigilante Squad),\/Elite_(Vigilante_Squad)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,9,Aug-00,2000,207,14,0.642857143,Marvel
17494,Hector Ridondo,\/Hector_Ridondo_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,9,May-00,2000,207,14,0.642857143,Marvel
130423,Tsaritsa,\/wiki\/Tsaritsa_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,8,"2000, November",2000,152,14,0.571428571,DC
236680,Helen Angelico,\/wiki\/Helen_Angelico_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,8,"2000, June",2000,152,14,0.571428571,DC
280536,"Pasquale Galante, Jr.","\/wiki\/Pasquale_Galante,_Jr._(New_Earth)",Public Identity,Bad Characters,,Silver Hair,Male Characters,,Deceased Characters,8,"2000, June",2000,152,14,0.571428571,DC
209150,Daniel Temple,\/wiki\/Daniel_Temple_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,8,"2000, November",2000,152,14,0.571428571,DC
16913,Revenant,\/Revenant_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Female Characters,,Deceased Characters,8,Aug-00,2000,207,14,0.571428571,Marvel
454400,Lan,\/Lan_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,8,Oct-00,2000,207,14,0.571428571,Marvel
19651,Nathaniel Bumpo,\/Nathaniel_Bumpo_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,8,Apr-00,2000,207,14,0.571428571,Marvel
16799,Nuro,\/Nuro_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,8,Oct-00,2000,207,14,0.571428571,Marvel
16947,Spunje,\/Spunje_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,8,Oct-00,2000,207,14,0.571428571,Marvel
454401,Tarn,\/Tarn_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,8,Oct-00,2000,207,14,0.571428571,Marvel
4678,Timothy Carney,\/Timothy_Carney_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,8,Mar-00,2000,207,14,0.571428571,Marvel
86268,Breathtaker II,\/wiki\/Breathtaker_II_(New_Earth),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Deceased Characters,7,"2000, November",2000,152,14,0.5,DC
134667,Samuel Kurtis,\/wiki\/Samuel_Kurtis_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,7,"2000, May",2000,152,14,0.5,DC
203300,Asane Kanemoto,\/wiki\/Asane_Kanemoto_(New_Earth),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Deceased Characters,7,"2000, October",2000,152,14,0.5,DC
1458,Domina,\/Domina_(Earth-616),Secret Identity,Bad Characters,Silver Eyes,Purple Hair,Female Characters,,Deceased Characters,7,Apr-00,2000,207,14,0.5,Marvel
454399,Rhanla,\/Rhanla_(Earth-616),Public Identity,Good Characters,,Pink Hair,Female Characters,,Living Characters,7,Oct-00,2000,207,14,0.5,Marvel
19413,Junzo Muto,\/Junzo_Muto_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,7,Feb-00,2000,207,14,0.5,Marvel
453219,Balin,\/Balin_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,7,Oct-00,2000,207,14,0.5,Marvel
454403,Val,\/Val_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,7,Oct-00,2000,207,14,0.5,Marvel
344368,Mr. Payback,\/Mr._Payback_(Earth-616),Secret Identity,Good Characters,Blue Eyes,,Male Characters,,Deceased Characters,7,Aug-00,2000,207,14,0.5,Marvel
5311,Sam Matonabbe,\/Sam_Matonabbe_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,7,Nov-00,2000,207,14,0.5,Marvel
12449,Rax,\/Rax_(Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,,Deceased Characters,7,May-00,2000,207,14,0.5,Marvel
91843,Stranglehold,\/wiki\/Stranglehold_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,6,"2000, November",2000,152,14,0.428571429,DC
